First_Name,Last_Name,Email_Address,Student_ID,phone
Joseph,Springer,joseph.springer@coloradocollege.edu,432575,6761139836
Grace,Murray,grace.murray@coloradocollege.edu,214453,1219627617
Tracey,Russell,tracey.russell@coloradocollege.edu,141004,6485271317
Tracey,Howard,tracey.howard@coloradocollege.edu,972410,9115113984
Dan,Bell,dan.bell@coloradocollege.edu,586416,4133657008
Boris,Lambert,boris.lambert@coloradocollege.edu,209853,8205088831
Ruth,Manning,ruth.manning@coloradocollege.edu,435314,8969012755
Dorothy,Edmunds,dorothy.edmunds@coloradocollege.edu,680168,6096745604
Max,Allan,max.allan@coloradocollege.edu,722437,6681509679
Natalie,Anderson,natalie.anderson@coloradocollege.edu,755106,1401826377
Stephanie,Short,stephanie.short@coloradocollege.edu,460050,6945664774
Max,Peters,max.peters@coloradocollege.edu,667933,6813876729
Christian,Graham,christian.graham@coloradocollege.edu,393099,4707940587
Kylie,Sanderson,kylie.sanderson@coloradocollege.edu,139633,4920499147
Jack,MacDonald,jack.macdonald@coloradocollege.edu,608734,5122349871
Lisa,Bond,lisa.bond@coloradocollege.edu,795539,4370535573
Emily,Scott,emily.scott@coloradocollege.edu,367316,9620944835
Nicholas,Burgess,nicholas.burgess@coloradocollege.edu,748380,3283340771
Jacob,Roberts,jacob.roberts@coloradocollege.edu,344897,4805936888
Rose,Gray,rose.gray@coloradocollege.edu,378347,1526246547
Pippa,Hughes,pippa.hughes@coloradocollege.edu,197545,1224090133
Boris,Glover,boris.glover@coloradocollege.edu,730821,5789593079
Jacob,Avery,jacob.avery@coloradocollege.edu,790475,3255582600
Gordon,Reid,gordon.reid@coloradocollege.edu,578712,8247409833
Donna,Lyman,donna.lyman@coloradocollege.edu,279969,9908203797
Caroline,Chapman,caroline.chapman@coloradocollege.edu,472915,8570802704
Sonia,Peters,sonia.peters@coloradocollege.edu,372708,2468853824
Oliver,Mackay,oliver.mackay@coloradocollege.edu,270974,6639471629
Fiona,Hodges,fiona.hodges@coloradocollege.edu,659328,8724416621
Joshua,Scott,joshua.scott@coloradocollege.edu,927076,2119014774
Ian,King,ian.king@coloradocollege.edu,146719,7632718514
Gavin,MacDonald,gavin.macdonald@coloradocollege.edu,486541,3145235884
Jennifer,Ferguson,jennifer.ferguson@coloradocollege.edu,285704,9454181568
Blake,Murray,blake.murray@coloradocollege.edu,115722,6649212721
Theresa,Martin,theresa.martin@coloradocollege.edu,863735,8611446061
Adrian,Greene,adrian.greene@coloradocollege.edu,156111,9667338293
Eric,Watson,eric.watson@coloradocollege.edu,348673,7497554811
Jane,Hill,jane.hill@coloradocollege.edu,122225,2088499103
Carol,Morrison,carol.morrison@coloradocollege.edu,995603,1337455513
Carolyn,Underwood,carolyn.underwood@coloradocollege.edu,303573,1401303625
Jonathan,Payne,jonathan.payne@coloradocollege.edu,430765,1001572922
Carolyn,Ross,carolyn.ross@coloradocollege.edu,312998,7506553656
Fiona,Mackay,fiona.mackay@coloradocollege.edu,996119,7947634592
Paul,Skinner,paul.skinner@coloradocollege.edu,862860,6299083297
Grace,Blake,grace.blake@coloradocollege.edu,756291,7100760455
Wanda,Hodges,wanda.hodges@coloradocollege.edu,185580,6486426015
Gabrielle,MacDonald,gabrielle.macdonald@coloradocollege.edu,439321,9614397379
Sonia,MacLeod,sonia.macleod@coloradocollege.edu,986852,2459657290
Audrey,King,audrey.king@coloradocollege.edu,248706,9524457829
Emma,Dickens,emma.dickens@coloradocollege.edu,422814,2800696818
Keith,Parr,keith.parr@coloradocollege.edu,437782,9289961475
Anne,Taylor,anne.taylor@coloradocollege.edu,181348,6800693598
Ava,Hudson,ava.hudson@coloradocollege.edu,288445,1829978850
Ava,Hardacre,ava.hardacre@coloradocollege.edu,664223,8173460734
Sophie,Nolan,sophie.nolan@coloradocollege.edu,301768,4392427641
Anthony,Edmunds,anthony.edmunds@coloradocollege.edu,111844,1890812935
Max,Marshall,max.marshall@coloradocollege.edu,480330,5142762150
Austin,Churchill,austin.churchill@coloradocollege.edu,731242,6769283843
Ryan,Kelly,ryan.kelly@coloradocollege.edu,127878,2254973410
Sophie,Hart,sophie.hart@coloradocollege.edu,279334,3216163363
Leonard,Parr,leonard.parr@coloradocollege.edu,283936,6768083131
John,Edmunds,john.edmunds@coloradocollege.edu,525595,9425314571
Ella,Paige,ella.paige@coloradocollege.edu,403366,3553939621
Alexandra,Simpson,alexandra.simpson@coloradocollege.edu,638722,5700276262
Mary,Welch,mary.welch@coloradocollege.edu,460507,8434539400
Emily,Dowd,emily.dowd@coloradocollege.edu,475346,8356939043
Zoe,Young,zoe.young@coloradocollege.edu,167742,9537087081
Robert,Reid,robert.reid@coloradocollege.edu,442810,6351788015
Matt,Mackay,matt.mackay@coloradocollege.edu,350242,1848894374
Joan,Bower,joan.bower@coloradocollege.edu,635682,1616341218
Lillian,Reid,lillian.reid@coloradocollege.edu,850473,3182508104
Lillian,MacLeod,lillian.macleod@coloradocollege.edu,456609,1911951784
Chloe,Coleman,chloe.coleman@coloradocollege.edu,598077,8184176717
Joe,Peters,joe.peters@coloradocollege.edu,281670,7825091639
Tracey,Vance,tracey.vance@coloradocollege.edu,990814,6160663616
Jack,Stewart,jack.stewart@coloradocollege.edu,499229,7390311358
Justin,Murray,justin.murray@coloradocollege.edu,704927,6630678593
Amelia,King,amelia.king@coloradocollege.edu,665392,7396824868
Heather,Duncan,heather.duncan@coloradocollege.edu,459160,3551871686
Anthony,Howard,anthony.howard@coloradocollege.edu,436150,2107102955
Mary,Miller,mary.miller@coloradocollege.edu,321813,8700982205
Eric,Ellison,eric.ellison@coloradocollege.edu,779428,2820099975
Victoria,Miller,victoria.miller@coloradocollege.edu,120481,4076523924
Cameron,White,cameron.white@coloradocollege.edu,984188,1618634003
Joseph,Knox,joseph.knox@coloradocollege.edu,920884,2479475479
Amelia,Scott,amelia.scott@coloradocollege.edu,457429,8287638699
Molly,Stewart,molly.stewart@coloradocollege.edu,649466,2273594339
Justin,Slater,justin.slater@coloradocollege.edu,936809,4747839856
Tracey,Bailey,tracey.bailey@coloradocollege.edu,227835,6740672632
Colin,Clarkson,colin.clarkson@coloradocollege.edu,343395,1647143707
Jason,Paterson,jason.paterson@coloradocollege.edu,822576,7135566701
Anna,Mathis,anna.mathis@coloradocollege.edu,917017,6309463781
Austin,Ogden,austin.ogden@coloradocollege.edu,997017,3756284727
Richard,Gill,richard.gill@coloradocollege.edu,663042,3194393698
Bernadette,Ogden,bernadette.ogden@coloradocollege.edu,880118,5650257797
Jessica,Hamilton,jessica.hamilton@coloradocollege.edu,935495,9528923967
Alexandra,Hodges,alexandra.hodges@coloradocollege.edu,907393,3045116237
Robert,Butler,robert.butler@coloradocollege.edu,144759,4787190029
Jan,Rees,jan.rees@coloradocollege.edu,808227,7867850043
Heather,Poole,heather.poole@coloradocollege.edu,854633,4762616100
Neil,McGrath,neil.mcgrath@coloradocollege.edu,330078,8467111880
Lisa,Thomson,lisa.thomson@coloradocollege.edu,850841,4418092515
Rachel,Blake,rachel.blake@coloradocollege.edu,375290,6806369864
Amy,MacLeod,amy.macleod@coloradocollege.edu,953651,1135748463
Olivia,Rutherford,olivia.rutherford@coloradocollege.edu,450654,7057313941
Jack,Lyman,jack.lyman@coloradocollege.edu,714877,8252284605
Neil,Paige,neil.paige@coloradocollege.edu,186707,1960951817
Rebecca,Rampling,rebecca.rampling@coloradocollege.edu,920254,1088235621
Christopher,Randall,christopher.randall@coloradocollege.edu,899567,5287100774
Caroline,Forsyth,caroline.forsyth@coloradocollege.edu,408877,6869548354
Donna,Quinn,donna.quinn@coloradocollege.edu,902009,4185775464
Steven,Brown,steven.brown@coloradocollege.edu,800385,2253552201
Sebastian,Miller,sebastian.miller@coloradocollege.edu,710550,3177774888
Kimberly,Walsh,kimberly.walsh@coloradocollege.edu,752023,8178275917
Penelope,Brown,penelope.brown@coloradocollege.edu,985854,1368267107
Amanda,Manning,amanda.manning@coloradocollege.edu,371348,7480339941
Gordon,Langdon,gordon.langdon@coloradocollege.edu,537621,2101475461
Chloe,Wilkins,chloe.wilkins@coloradocollege.edu,761021,6981510993
Matt,Rutherford,matt.rutherford@coloradocollege.edu,855669,2338759404
Irene,Bower,irene.bower@coloradocollege.edu,911760,4688400746
Victoria,Howard,victoria.howard@coloradocollege.edu,703925,5595957698
Jan,Turner,jan.turner@coloradocollege.edu,708823,5122740612
Yvonne,Berry,yvonne.berry@coloradocollege.edu,615727,6248443112
Kevin,Bower,kevin.bower@coloradocollege.edu,689176,8764036410
David,Chapman,david.chapman@coloradocollege.edu,955928,6961312282
Sarah,Clarkson,sarah.clarkson@coloradocollege.edu,337040,7951199327
Neil,Lyman,neil.lyman@coloradocollege.edu,414435,3994409874
Emma,Johnston,emma.johnston@coloradocollege.edu,601538,9068606783
Lauren,Russell,lauren.russell@coloradocollege.edu,785251,8007641589
Joan,Bell,joan.bell@coloradocollege.edu,752698,6242607662
Isaac,Jones,isaac.jones@coloradocollege.edu,855148,2265785847
Sean,Cameron,sean.cameron@coloradocollege.edu,207140,5629088281
Virginia,Wilson,virginia.wilson@coloradocollege.edu,248353,5007659865
Bella,White,bella.white@coloradocollege.edu,443846,8478490810
Jane,Ogden,jane.ogden@coloradocollege.edu,935219,8820694619
Carolyn,Hudson,carolyn.hudson@coloradocollege.edu,789977,7129127684
Alan,Underwood,alan.underwood@coloradocollege.edu,282799,2764043280
Sonia,Stewart,sonia.stewart@coloradocollege.edu,842440,7442363075
Warren,Hart,warren.hart@coloradocollege.edu,684449,8840813751
Tracey,Lambert,tracey.lambert@coloradocollege.edu,554523,4972319576
Richard,Hardacre,richard.hardacre@coloradocollege.edu,352040,4720631456
Michelle,Arnold,michelle.arnold@coloradocollege.edu,468003,6758537957
Melanie,Clarkson,melanie.clarkson@coloradocollege.edu,626714,5144296012
Thomas,Davidson,thomas.davidson@coloradocollege.edu,577585,7935366577
Owen,Robertson,owen.robertson@coloradocollege.edu,620529,2854839866
Sophie,Baker,sophie.baker@coloradocollege.edu,463601,8048669495
Christopher,Sanderson,christopher.sanderson@coloradocollege.edu,486377,9641871482
Sonia,Marshall,sonia.marshall@coloradocollege.edu,816507,7319605770
Brandon,Ferguson,brandon.ferguson@coloradocollege.edu,443337,4681735702
Trevor,Anderson,trevor.anderson@coloradocollege.edu,668018,5791491720
Jennifer,Marshall,jennifer.marshall@coloradocollege.edu,892652,6956944317
Deirdre,Kerr,deirdre.kerr@coloradocollege.edu,869908,8522441604
Pippa,Springer,pippa.springer@coloradocollege.edu,873894,1701634159
Kimberly,Bond,kimberly.bond@coloradocollege.edu,910376,7536563603
Leonard,Clarkson,leonard.clarkson@coloradocollege.edu,404547,8986846692
Gabrielle,Watson,gabrielle.watson@coloradocollege.edu,958772,2698822542
Maria,Allan,maria.allan@coloradocollege.edu,399527,7256523466
Tracey,Cameron,tracey.cameron@coloradocollege.edu,324224,1401072564
Luke,Graham,luke.graham@coloradocollege.edu,613611,6866861704
Cameron,Morgan,cameron.morgan@coloradocollege.edu,774082,1145090061
Diane,Mills,diane.mills@coloradocollege.edu,990093,3585600167
Bella,Rampling,bella.rampling@coloradocollege.edu,667073,1217119254
Cameron,Metcalfe,cameron.metcalfe@coloradocollege.edu,790802,4141760258
David,White,david.white@coloradocollege.edu,255758,9322048108
Stephanie,Mills,stephanie.mills@coloradocollege.edu,850629,2749337928
Jane,Martin,jane.martin@coloradocollege.edu,249447,6087913680
Emily,McGrath,emily.mcgrath@coloradocollege.edu,248130,7332774933
Kevin,McGrath,kevin.mcgrath@coloradocollege.edu,967125,4856834347
Austin,Springer,austin.springer@coloradocollege.edu,180920,2965471178
Lisa,Mathis,lisa.mathis@coloradocollege.edu,980462,8924978602
Wendy,Manning,wendy.manning@coloradocollege.edu,149905,9617452885
Stephen,Welch,stephen.welch@coloradocollege.edu,607059,2873281906
Sally,Coleman,sally.coleman@coloradocollege.edu,299529,2898977687
Stewart,Wilson,stewart.wilson@coloradocollege.edu,834550,9559230478
Anna,Dickens,anna.dickens@coloradocollege.edu,535894,6727099484
Karen,Cameron,karen.cameron@coloradocollege.edu,703754,9594260102
David,Hudson,david.hudson@coloradocollege.edu,787395,5475034005
Eric,Walker,eric.walker@coloradocollege.edu,355346,8349045839
Virginia,Coleman,virginia.coleman@coloradocollege.edu,641481,9715847126
Mary,Parsons,mary.parsons@coloradocollege.edu,442061,5366793308
Carl,McLean,carl.mclean@coloradocollege.edu,910828,1100790115
Carol,Bond,carol.bond@coloradocollege.edu,951075,3504541560
Felicity,Paige,felicity.paige@coloradocollege.edu,279689,9359450008
Sophie,Coleman,sophie.coleman@coloradocollege.edu,388156,1748017892
Jake,MacDonald,jake.macdonald@coloradocollege.edu,303657,6280298909
Kevin,Scott,kevin.scott@coloradocollege.edu,715406,4848924824
Maria,Bell,maria.bell@coloradocollege.edu,914065,4164998785
Harry,Howard,harry.howard@coloradocollege.edu,414146,3547215236
Neil,Butler,neil.butler@coloradocollege.edu,997193,1533057164
Keith,Henderson,keith.henderson@coloradocollege.edu,243956,8453505519
Amanda,Brown,amanda.brown@coloradocollege.edu,630093,3634691245
Matt,Turner,matt.turner@coloradocollege.edu,294754,2115508723
Una,Short,una.short@coloradocollege.edu,338339,7280341847
Paul,Dowd,paul.dowd@coloradocollege.edu,957544,9383582864
Una,Ellison,una.ellison@coloradocollege.edu,781011,8877757136
Sonia,Short,sonia.short@coloradocollege.edu,344559,7528659633
Anna,Walker,anna.walker@coloradocollege.edu,561681,8953763635
Sam,McDonald,sam.mcdonald@coloradocollege.edu,100931,9756362188
Sue,Wilson,sue.wilson@coloradocollege.edu,567386,9224577178
Kylie,Ferguson,kylie.ferguson@coloradocollege.edu,715996,4296208010
Stephanie,Sharp,stephanie.sharp@coloradocollege.edu,487616,5904067793
Ryan,Edmunds,ryan.edmunds@coloradocollege.edu,724258,9586016853
Michelle,Chapman,michelle.chapman@coloradocollege.edu,935857,2201338827
Christopher,Hardacre,christopher.hardacre@coloradocollege.edu,789133,6603783100
Wanda,Butler,wanda.butler@coloradocollege.edu,792308,7791181815
Tracey,Grant,tracey.grant@coloradocollege.edu,524199,8774605816
Eric,Carr,eric.carr@coloradocollege.edu,183585,9802929415
Austin,Graham,austin.graham@coloradocollege.edu,527231,2583480705
Zoe,Davies,zoe.davies@coloradocollege.edu,352775,5704402308
Lauren,Rampling,lauren.rampling@coloradocollege.edu,535838,6488112479
Fiona,MacDonald,fiona.macdonald@coloradocollege.edu,768248,2355798546
Lily,Ogden,lily.ogden@coloradocollege.edu,326270,3765276242
Jason,Robertson,jason.robertson@coloradocollege.edu,976423,8497873444
Nathan,Mills,nathan.mills@coloradocollege.edu,961346,6974781800
Melanie,Jackson,melanie.jackson@coloradocollege.edu,132870,5258369992
Una,Taylor,una.taylor@coloradocollege.edu,741973,8673227438
Joan,Underwood,joan.underwood@coloradocollege.edu,499741,3286912744
Carl,May,carl.may@coloradocollege.edu,862946,6368281690
Audrey,Paige,audrey.paige@coloradocollege.edu,880226,6306444836
Anna,Kerr,anna.kerr@coloradocollege.edu,407391,8122228650
Audrey,Carr,audrey.carr@coloradocollege.edu,663728,6218972903
Michael,Gill,michael.gill@coloradocollege.edu,449195,9440739404
Diane,Smith,diane.smith@coloradocollege.edu,745961,4020573301
Pippa,Hunter,pippa.hunter@coloradocollege.edu,130852,7335569599
Sally,James,sally.james@coloradocollege.edu,130504,1073467545
Peter,McLean,peter.mclean@coloradocollege.edu,620086,4024392411
Amelia,Stewart,amelia.stewart@coloradocollege.edu,629852,2303345745
Sarah,Thomson,sarah.thomson@coloradocollege.edu,941933,1366375577
Samantha,Hill,samantha.hill@coloradocollege.edu,714989,7889931138
Madeleine,Hardacre,madeleine.hardacre@coloradocollege.edu,993332,8884946240
Nathan,Dowd,nathan.dowd@coloradocollege.edu,291467,1616244136
Samantha,Walsh,samantha.walsh@coloradocollege.edu,138611,6665768351
Deirdre,Anderson,deirdre.anderson@coloradocollege.edu,479047,1445901496
Anna,Miller,anna.miller@coloradocollege.edu,459160,3894687036
Elizabeth,James,elizabeth.james@coloradocollege.edu,454527,2933554218
Samantha,Wright,samantha.wright@coloradocollege.edu,133015,7335385664
David,Ince,david.ince@coloradocollege.edu,790726,6568674150
William,Powell,william.powell@coloradocollege.edu,386271,4398865711
Sue,Parsons,sue.parsons@coloradocollege.edu,776605,6756110375
Amy,Rampling,amy.rampling@coloradocollege.edu,675035,2959676934
Theresa,Dowd,theresa.dowd@coloradocollege.edu,838747,6789364907
Megan,Walsh,megan.walsh@coloradocollege.edu,834211,6990982867
Melanie,Skinner,melanie.skinner@coloradocollege.edu,960299,9875626081
Joe,Ince,joe.ince@coloradocollege.edu,546119,7878614939
Oliver,Young,oliver.young@coloradocollege.edu,886884,5822019826
Nicholas,Anderson,nicholas.anderson@coloradocollege.edu,118462,6095200854
Jonathan,Manning,jonathan.manning@coloradocollege.edu,540407,5451940407
Penelope,Stewart,penelope.stewart@coloradocollege.edu,584135,8843089009
Austin,Hodges,austin.hodges@coloradocollege.edu,178034,7486890924
Carol,Forsyth,carol.forsyth@coloradocollege.edu,293391,3934569621
Leonard,Mathis,leonard.mathis@coloradocollege.edu,279900,1513671406
Emily,Lawrence,emily.lawrence@coloradocollege.edu,553303,3962480373
Ian,Mills,ian.mills@coloradocollege.edu,245284,6514441390
Mary,Randall,mary.randall@coloradocollege.edu,474886,6931122101
Julia,Morgan,julia.morgan@coloradocollege.edu,588649,9933283738
Virginia,Reid,virginia.reid@coloradocollege.edu,481606,3953959265
Paul,Hill,paul.hill@coloradocollege.edu,772946,6160421631
Adrian,Stewart,adrian.stewart@coloradocollege.edu,686003,3570425438
Jacob,Duncan,jacob.duncan@coloradocollege.edu,763966,1590641186
Gordon,Parsons,gordon.parsons@coloradocollege.edu,757995,2463679621
Robert,Simpson,robert.simpson@coloradocollege.edu,612188,6490070182
Boris,White,boris.white@coloradocollege.edu,733904,1538892485
Leonard,Slater,leonard.slater@coloradocollege.edu,627622,9742475514
Boris,Sharp,boris.sharp@coloradocollege.edu,324668,4337271259
Thomas,Wilson,thomas.wilson@coloradocollege.edu,411611,4955219789
Sophie,James,sophie.james@coloradocollege.edu,857818,6103413773
Andrea,Hunter,andrea.hunter@coloradocollege.edu,687425,8208505627
Robert,Campbell,robert.campbell@coloradocollege.edu,622104,5525334930
James,Blake,james.blake@coloradocollege.edu,223659,6899028473
Jan,Randall,jan.randall@coloradocollege.edu,452845,9076980931
Oliver,Roberts,oliver.roberts@coloradocollege.edu,287224,3336668570
Joanne,Rees,joanne.rees@coloradocollege.edu,559790,3113542638
Gordon,MacLeod,gordon.macleod@coloradocollege.edu,861739,3760943031
Victor,Gill,victor.gill@coloradocollege.edu,896314,5954551801
Jennifer,Vaughan,jennifer.vaughan@coloradocollege.edu,151755,3728207261
Gabrielle,Brown,gabrielle.brown@coloradocollege.edu,534697,9207365434
Brian,Sutherland,brian.sutherland@coloradocollege.edu,968285,1481494271
Dorothy,Payne,dorothy.payne@coloradocollege.edu,452715,1244963340
Max,Watson,max.watson@coloradocollege.edu,645659,7812848047
Max,Ellison,max.ellison@coloradocollege.edu,293585,2593626307
Simon,Clarkson,simon.clarkson@coloradocollege.edu,242863,8885432167
Theresa,Campbell,theresa.campbell@coloradocollege.edu,436965,4036440843
Adam,MacLeod,adam.macleod@coloradocollege.edu,105819,9322715239
Sonia,Lee,sonia.lee@coloradocollege.edu,494092,5945597002
Madeleine,Lawrence,madeleine.lawrence@coloradocollege.edu,775314,9366814816
Gordon,Hunter,gordon.hunter@coloradocollege.edu,428272,1662777304
Hannah,McLean,hannah.mclean@coloradocollege.edu,894944,4225572291
Alexandra,Gill,alexandra.gill@coloradocollege.edu,188491,5487637327
Warren,Murray,warren.murray@coloradocollege.edu,950162,3720568243
Sam,Ince,sam.ince@coloradocollege.edu,136798,1102578505
Carol,Cornish,carol.cornish@coloradocollege.edu,643387,4646552557
Lucas,Gray,lucas.gray@coloradocollege.edu,762417,2205901229
Adrian,Harris,adrian.harris@coloradocollege.edu,472726,2986940135
Sarah,White,sarah.white@coloradocollege.edu,354241,2254537266
Michael,Slater,michael.slater@coloradocollege.edu,480979,8486204231
Emily,Sanderson,emily.sanderson@coloradocollege.edu,595644,8267298839
Edward,Lawrence,edward.lawrence@coloradocollege.edu,496260,8539855003
David,Reid,david.reid@coloradocollege.edu,660687,6161143042
Stewart,Reid,stewart.reid@coloradocollege.edu,590967,3970935869
Carol,Fisher,carol.fisher@coloradocollege.edu,762868,5807173980
Felicity,Morrison,felicity.morrison@coloradocollege.edu,921382,2220338637
Rebecca,McDonald,rebecca.mcdonald@coloradocollege.edu,920358,5292990123
Lauren,Murray,lauren.murray@coloradocollege.edu,106720,1774136679
Benjamin,Campbell,benjamin.campbell@coloradocollege.edu,804978,6444753704
Blake,Scott,blake.scott@coloradocollege.edu,846069,3057879984
Donna,Payne,donna.payne@coloradocollege.edu,900168,8230193717
Colin,Kerr,colin.kerr@coloradocollege.edu,731286,2141737876
Karen,Campbell,karen.campbell@coloradocollege.edu,981187,8022062992
William,Paterson,william.paterson@coloradocollege.edu,406254,6851864162
Nicola,Sharp,nicola.sharp@coloradocollege.edu,178531,2783102250
Sean,Ross,sean.ross@coloradocollege.edu,105410,5927272063
David,Lambert,david.lambert@coloradocollege.edu,630218,2291153398
Samantha,Parsons,samantha.parsons@coloradocollege.edu,905368,3926453990
Christian,Tucker,christian.tucker@coloradocollege.edu,573702,5474615410
Kevin,Davies,kevin.davies@coloradocollege.edu,776693,5240491786
Piers,Kelly,piers.kelly@coloradocollege.edu,577322,5240244964
Dylan,Murray,dylan.murray@coloradocollege.edu,146659,4164402144
Caroline,Johnston,caroline.johnston@coloradocollege.edu,231340,5903885021
Lisa,Short,lisa.short@coloradocollege.edu,820682,6828661258
Kylie,Hughes,kylie.hughes@coloradocollege.edu,143075,2605143046
John,Martin,john.martin@coloradocollege.edu,945299,1128108235
Austin,Sutherland,austin.sutherland@coloradocollege.edu,753617,1606081113
Julia,Hudson,julia.hudson@coloradocollege.edu,627987,8052165184
Nathan,Pullman,nathan.pullman@coloradocollege.edu,566950,1905125001
Theresa,Parsons,theresa.parsons@coloradocollege.edu,601240,3585658608
Benjamin,Marshall,benjamin.marshall@coloradocollege.edu,487831,4410982122
Megan,Graham,megan.graham@coloradocollege.edu,420074,9290800227
Yvonne,Hughes,yvonne.hughes@coloradocollege.edu,974544,4234770659
Eric,Short,eric.short@coloradocollege.edu,903384,3530529778
Carl,Hudson,carl.hudson@coloradocollege.edu,589537,4805688829
Adrian,Campbell,adrian.campbell@coloradocollege.edu,470009,7636393228
Yvonne,Glover,yvonne.glover@coloradocollege.edu,533787,2755345246
Hannah,Skinner,hannah.skinner@coloradocollege.edu,985438,3222624015
Harry,Hodges,harry.hodges@coloradocollege.edu,733219,1418057644
Anna,Hamilton,anna.hamilton@coloradocollege.edu,791776,3967803111
Jasmine,Hart,jasmine.hart@coloradocollege.edu,104282,4331295695
Boris,King,boris.king@coloradocollege.edu,523203,6926266691
Isaac,Underwood,isaac.underwood@coloradocollege.edu,907264,1443792843
Caroline,Welch,caroline.welch@coloradocollege.edu,962496,7062420872
Alan,Langdon,alan.langdon@coloradocollege.edu,431403,3042178627
Peter,Glover,peter.glover@coloradocollege.edu,846101,3676372525
Grace,Nash,grace.nash@coloradocollege.edu,722289,7148382052
Richard,Burgess,richard.burgess@coloradocollege.edu,492628,9896754369
Bernadette,Allan,bernadette.allan@coloradocollege.edu,481478,2212639321
Stephen,Dyer,stephen.dyer@coloradocollege.edu,707773,1583373457
Stewart,Gill,stewart.gill@coloradocollege.edu,759814,4044614894
Katherine,Clark,katherine.clark@coloradocollege.edu,183932,1408152690
Diane,Grant,diane.grant@coloradocollege.edu,773914,4166092329
Sonia,Terry,sonia.terry@coloradocollege.edu,323266,7764262816
Jack,Baker,jack.baker@coloradocollege.edu,862894,4123803983
Theresa,Lee,theresa.lee@coloradocollege.edu,484442,1180136444
Brandon,May,brandon.may@coloradocollege.edu,986900,1006781762
Dan,Lambert,dan.lambert@coloradocollege.edu,496714,2194756745
Kevin,Anderson,kevin.anderson@coloradocollege.edu,371025,9417387984
Mary,Hughes,mary.hughes@coloradocollege.edu,148724,4214216019
Michael,Walsh,michael.walsh@coloradocollege.edu,660896,9104422942
Steven,Pullman,steven.pullman@coloradocollege.edu,480582,9464459142
Diane,Taylor,diane.taylor@coloradocollege.edu,132298,9232585293
Donna,Gill,donna.gill@coloradocollege.edu,802823,2859303035
Owen,Alsop,owen.alsop@coloradocollege.edu,790905,8096404481
Victoria,Jackson,victoria.jackson@coloradocollege.edu,483223,7793708625
Jacob,Watson,jacob.watson@coloradocollege.edu,764307,6593383202
Madeleine,Bower,madeleine.bower@coloradocollege.edu,205530,9535440731
Lisa,Wallace,lisa.wallace@coloradocollege.edu,539933,6984965480
Harry,Dowd,harry.dowd@coloradocollege.edu,492104,4968680317
Wanda,Marshall,wanda.marshall@coloradocollege.edu,337542,2722448382
Sam,Ball,sam.ball@coloradocollege.edu,678709,5654600088
Paul,Henderson,paul.henderson@coloradocollege.edu,886850,1863303953
Max,Bailey,max.bailey@coloradocollege.edu,835166,9465442417
Benjamin,Anderson,benjamin.anderson@coloradocollege.edu,914614,5390714875
Amy,McLean,amy.mclean@coloradocollege.edu,816942,7943855462
Jonathan,Bond,jonathan.bond@coloradocollege.edu,996245,1440994217
Faith,Rampling,faith.rampling@coloradocollege.edu,227464,7491966934
Amanda,Jackson,amanda.jackson@coloradocollege.edu,942035,8656669767
Frank,Rutherford,frank.rutherford@coloradocollege.edu,829997,6902168762
Bernadette,Poole,bernadette.poole@coloradocollege.edu,448789,8248984222
Warren,Payne,warren.payne@coloradocollege.edu,197661,7110453991
Alexandra,James,alexandra.james@coloradocollege.edu,282476,6905056627
Alexander,Peake,alexander.peake@coloradocollege.edu,875195,8925947458
Boris,Randall,boris.randall@coloradocollege.edu,729397,9928335674
Julia,Lee,julia.lee@coloradocollege.edu,289239,4548279888
Luke,Hamilton,luke.hamilton@coloradocollege.edu,736653,6206713316
Diane,Nolan,diane.nolan@coloradocollege.edu,100807,7323071068
Owen,Hudson,owen.hudson@coloradocollege.edu,249481,7854576624
Julian,Butler,julian.butler@coloradocollege.edu,420879,8824501880
Neil,Sharp,neil.sharp@coloradocollege.edu,929637,2216152454
Jessica,Oliver,jessica.oliver@coloradocollege.edu,839183,2091417099
Jason,Marshall,jason.marshall@coloradocollege.edu,889539,7781425767
Andrew,Newman,andrew.newman@coloradocollege.edu,583622,1008260820
Claire,Davies,claire.davies@coloradocollege.edu,213528,5411942973
Richard,Clark,richard.clark@coloradocollege.edu,830495,2116535085
Sue,Butler,sue.butler@coloradocollege.edu,444586,3086130032
Liam,Springer,liam.springer@coloradocollege.edu,442012,9382272042
Leonard,Vaughan,leonard.vaughan@coloradocollege.edu,788189,3131244347
Joshua,Ince,joshua.ince@coloradocollege.edu,509821,7360220599
Audrey,Stewart,audrey.stewart@coloradocollege.edu,106967,8890744166
Karen,Quinn,karen.quinn@coloradocollege.edu,174074,5646486956
Fiona,Clark,fiona.clark@coloradocollege.edu,206758,5195088853
Warren,Sharp,warren.sharp@coloradocollege.edu,795591,7531803525
Keith,Robertson,keith.robertson@coloradocollege.edu,414741,4520040234
Ava,May,ava.may@coloradocollege.edu,471626,3598202570
Isaac,Metcalfe,isaac.metcalfe@coloradocollege.edu,901219,5670174116
Karen,Manning,karen.manning@coloradocollege.edu,129176,1124210630
Luke,Taylor,luke.taylor@coloradocollege.edu,781389,1412526236
David,Quinn,david.quinn@coloradocollege.edu,371429,9383876233
Lily,Smith,lily.smith@coloradocollege.edu,136832,5309969074
Vanessa,Clark,vanessa.clark@coloradocollege.edu,719780,7682976891
