First Name,Last Name,Email Address,Student ID,phone #
Grace,Murray,grace.murray@coloradocollege.edu,623116,8691735219
Tracey,Russell,tracey.russell@coloradocollege.edu,486020,7298902006
Tracey,Howard,tracey.howard@coloradocollege.edu,512405,1632216637
Dan,Bell,dan.bell@coloradocollege.edu,661517,6647384226
Boris,Lambert,boris.lambert@coloradocollege.edu,478499,1530923937
Ruth,Manning,ruth.manning@coloradocollege.edu,396934,7202502460
Dorothy,Edmunds,dorothy.edmunds@coloradocollege.edu,713007,7469136990
Max,Allan,max.allan@coloradocollege.edu,164114,1174152989
Natalie,Anderson,natalie.anderson@coloradocollege.edu,488880,2548622243
Stephanie,Short,stephanie.short@coloradocollege.edu,825029,1283223898
Max,Peters,max.peters@coloradocollege.edu,224962,7263303250
Christian,Graham,christian.graham@coloradocollege.edu,555331,4772403575
Kylie,Sanderson,kylie.sanderson@coloradocollege.edu,460919,9992660893
Jack,MacDonald,jack.macdonald@coloradocollege.edu,481125,4405754839
Lisa,Bond,lisa.bond@coloradocollege.edu,471149,5722680967
Emily,Scott,emily.scott@coloradocollege.edu,419896,9079061140
Nicholas,Burgess,nicholas.burgess@coloradocollege.edu,762711,4106431682
Jacob,Roberts,jacob.roberts@coloradocollege.edu,944905,7549649609
Rose,Gray,rose.gray@coloradocollege.edu,631234,7262600798
Pippa,Hughes,pippa.hughes@coloradocollege.edu,802947,9373505405
Boris,Glover,boris.glover@coloradocollege.edu,327949,4453740536
Jacob,Avery,jacob.avery@coloradocollege.edu,554788,9592626238
Gordon,Reid,gordon.reid@coloradocollege.edu,836733,6795662398
Donna,Lyman,donna.lyman@coloradocollege.edu,744240,8709889777
Caroline,Chapman,caroline.chapman@coloradocollege.edu,226871,2546330786
Sonia,Peters,sonia.peters@coloradocollege.edu,755373,3860814390
Oliver,Mackay,oliver.mackay@coloradocollege.edu,236130,7713211733
Fiona,Hodges,fiona.hodges@coloradocollege.edu,188330,6063749149
Joshua,Scott,joshua.scott@coloradocollege.edu,773116,6472648470
Ian,King,ian.king@coloradocollege.edu,643810,5525900332
Gavin,MacDonald,gavin.macdonald@coloradocollege.edu,630459,8472467299
Jennifer,Ferguson,jennifer.ferguson@coloradocollege.edu,116754,1848633855
Blake,Murray,blake.murray@coloradocollege.edu,947611,7794467026
Theresa,Martin,theresa.martin@coloradocollege.edu,380673,3342266986
Adrian,Greene,adrian.greene@coloradocollege.edu,720683,1332708082
Eric,Watson,eric.watson@coloradocollege.edu,877952,9270612128
Jane,Hill,jane.hill@coloradocollege.edu,959875,2911953983
Carol,Morrison,carol.morrison@coloradocollege.edu,181999,8747384668
Carolyn,Underwood,carolyn.underwood@coloradocollege.edu,427666,4563068202
Jonathan,Payne,jonathan.payne@coloradocollege.edu,364244,2059886430
Carolyn,Ross,carolyn.ross@coloradocollege.edu,802892,7756424795
Fiona,Mackay,fiona.mackay@coloradocollege.edu,955161,3308162724
Paul,Skinner,paul.skinner@coloradocollege.edu,193266,4637487250
Grace,Blake,grace.blake@coloradocollege.edu,253710,9785594217
Wanda,Hodges,wanda.hodges@coloradocollege.edu,664725,1071529036
Gabrielle,MacDonald,gabrielle.macdonald@coloradocollege.edu,798437,9298509279
Sonia,MacLeod,sonia.macleod@coloradocollege.edu,471667,5804621700
Audrey,King,audrey.king@coloradocollege.edu,861924,5649358305
Emma,Dickens,emma.dickens@coloradocollege.edu,232231,8426533172
Keith,Parr,keith.parr@coloradocollege.edu,603707,5651196487
Anne,Taylor,anne.taylor@coloradocollege.edu,731642,2801351438
Ava,Hudson,ava.hudson@coloradocollege.edu,547070,1686332061
Ava,Hardacre,ava.hardacre@coloradocollege.edu,250843,2211948180
Sophie,Nolan,sophie.nolan@coloradocollege.edu,832656,9220030311
Anthony,Edmunds,anthony.edmunds@coloradocollege.edu,808326,6316846836
Max,Marshall,max.marshall@coloradocollege.edu,836036,8853784449
Austin,Churchill,austin.churchill@coloradocollege.edu,977598,6862017123
Ryan,Kelly,ryan.kelly@coloradocollege.edu,813969,8963752723
Sophie,Hart,sophie.hart@coloradocollege.edu,671083,2557150448
Leonard,Parr,leonard.parr@coloradocollege.edu,340243,5775341658
John,Edmunds,john.edmunds@coloradocollege.edu,634337,8611120552
Ella,Paige,ella.paige@coloradocollege.edu,897129,1308347649
Alexandra,Simpson,alexandra.simpson@coloradocollege.edu,364018,4833621065
Mary,Welch,mary.welch@coloradocollege.edu,312051,9763963786
Emily,Dowd,emily.dowd@coloradocollege.edu,228175,1340418808
Zoe,Young,zoe.young@coloradocollege.edu,194187,1119885586
Robert,Reid,robert.reid@coloradocollege.edu,661906,2221893407
Matt,Mackay,matt.mackay@coloradocollege.edu,728943,9881518461
Joan,Bower,joan.bower@coloradocollege.edu,585893,6557163956
Lillian,Reid,lillian.reid@coloradocollege.edu,749629,1198748015
Lillian,MacLeod,lillian.macleod@coloradocollege.edu,264317,9218936674
Chloe,Coleman,chloe.coleman@coloradocollege.edu,280224,9003179764
Joe,Peters,joe.peters@coloradocollege.edu,958752,5481970796
Tracey,Vance,tracey.vance@coloradocollege.edu,505195,5923011211
Jack,Stewart,jack.stewart@coloradocollege.edu,898360,2081441078
Justin,Murray,justin.murray@coloradocollege.edu,772886,7558863934
Amelia,King,amelia.king@coloradocollege.edu,123667,6558787355
Heather,Duncan,heather.duncan@coloradocollege.edu,520774,7819890035
Anthony,Howard,anthony.howard@coloradocollege.edu,925979,3205058047
Mary,Miller,mary.miller@coloradocollege.edu,543059,6213591692
Eric,Ellison,eric.ellison@coloradocollege.edu,897341,4747471344
Victoria,Miller,victoria.miller@coloradocollege.edu,255030,7345603102
Cameron,White,cameron.white@coloradocollege.edu,380614,6206223841
Joseph,Knox,joseph.knox@coloradocollege.edu,702925,1271093413
Amelia,Scott,amelia.scott@coloradocollege.edu,844470,4532501948
Molly,Stewart,molly.stewart@coloradocollege.edu,446883,1360403187
Justin,Slater,justin.slater@coloradocollege.edu,126181,9860149018
Tracey,Bailey,tracey.bailey@coloradocollege.edu,943942,5844239004
Colin,Clarkson,colin.clarkson@coloradocollege.edu,369114,6817411304
Jason,Paterson,jason.paterson@coloradocollege.edu,828020,9515798020
Anna,Mathis,anna.mathis@coloradocollege.edu,961243,9885758589
Austin,Ogden,austin.ogden@coloradocollege.edu,648457,3853697652
Richard,Gill,richard.gill@coloradocollege.edu,687161,4025435732
Bernadette,Ogden,bernadette.ogden@coloradocollege.edu,671217,7392792183
Jessica,Hamilton,jessica.hamilton@coloradocollege.edu,720668,1097065226
Alexandra,Hodges,alexandra.hodges@coloradocollege.edu,662294,1768993500
Robert,Butler,robert.butler@coloradocollege.edu,557675,6174544412
Jan,Rees,jan.rees@coloradocollege.edu,105081,7880844596
Heather,Poole,heather.poole@coloradocollege.edu,689241,3055222828
Neil,McGrath,neil.mcgrath@coloradocollege.edu,897253,1260549583
Lisa,Thomson,lisa.thomson@coloradocollege.edu,710617,7563061228
Rachel,Blake,rachel.blake@coloradocollege.edu,934192,4899973378
Amy,MacLeod,amy.macleod@coloradocollege.edu,713603,8461533248
Olivia,Rutherford,olivia.rutherford@coloradocollege.edu,162902,8768557632
Jack,Lyman,jack.lyman@coloradocollege.edu,329710,5498325614
Neil,Paige,neil.paige@coloradocollege.edu,659709,9759109893
Rebecca,Rampling,rebecca.rampling@coloradocollege.edu,806920,4984480235
Christopher,Randall,christopher.randall@coloradocollege.edu,796130,1308948233
Caroline,Forsyth,caroline.forsyth@coloradocollege.edu,488255,2816832294
Donna,Quinn,donna.quinn@coloradocollege.edu,922109,6263435671
Steven,Brown,steven.brown@coloradocollege.edu,231975,3627092382
Sebastian,Miller,sebastian.miller@coloradocollege.edu,849955,5094761830
Kimberly,Walsh,kimberly.walsh@coloradocollege.edu,961536,2527853905
Penelope,Brown,penelope.brown@coloradocollege.edu,917420,7736225523
Amanda,Manning,amanda.manning@coloradocollege.edu,652092,5119214453
Gordon,Langdon,gordon.langdon@coloradocollege.edu,117606,6720245004
Chloe,Wilkins,chloe.wilkins@coloradocollege.edu,992483,3892477430
Matt,Rutherford,matt.rutherford@coloradocollege.edu,103409,1803045188
Irene,Bower,irene.bower@coloradocollege.edu,698770,1632559191
Victoria,Howard,victoria.howard@coloradocollege.edu,234759,2450745899
Jan,Turner,jan.turner@coloradocollege.edu,330842,8636368080
Yvonne,Berry,yvonne.berry@coloradocollege.edu,269523,7586119719
Kevin,Bower,kevin.bower@coloradocollege.edu,614277,4652624296
David,Chapman,david.chapman@coloradocollege.edu,281910,4695160856
Sarah,Clarkson,sarah.clarkson@coloradocollege.edu,536141,9773753437
Neil,Lyman,neil.lyman@coloradocollege.edu,907626,2647530170
Emma,Johnston,emma.johnston@coloradocollege.edu,941258,7623736373
Lauren,Russell,lauren.russell@coloradocollege.edu,379779,8057028771
Joan,Bell,joan.bell@coloradocollege.edu,751742,6856912578
Isaac,Jones,isaac.jones@coloradocollege.edu,916791,5529160139
Sean,Cameron,sean.cameron@coloradocollege.edu,543395,9656208086
Virginia,Wilson,virginia.wilson@coloradocollege.edu,315825,3243680618
Bella,White,bella.white@coloradocollege.edu,706332,7933396880
Jane,Ogden,jane.ogden@coloradocollege.edu,663890,2991103120
Carolyn,Hudson,carolyn.hudson@coloradocollege.edu,127076,7800183401
Alan,Underwood,alan.underwood@coloradocollege.edu,775909,2272616971
Sonia,Stewart,sonia.stewart@coloradocollege.edu,178916,5755002218
Warren,Hart,warren.hart@coloradocollege.edu,193640,5266494687
Tracey,Lambert,tracey.lambert@coloradocollege.edu,724805,5712886671
Richard,Hardacre,richard.hardacre@coloradocollege.edu,500418,7625672289
Michelle,Arnold,michelle.arnold@coloradocollege.edu,778961,8229308910
Melanie,Clarkson,melanie.clarkson@coloradocollege.edu,356473,2738583734
Thomas,Davidson,thomas.davidson@coloradocollege.edu,925240,8169557099
Owen,Robertson,owen.robertson@coloradocollege.edu,978167,1832301326
Sophie,Baker,sophie.baker@coloradocollege.edu,287611,9309387903
Christopher,Sanderson,christopher.sanderson@coloradocollege.edu,846202,7161700949
Sonia,Marshall,sonia.marshall@coloradocollege.edu,837803,6558281028
Brandon,Ferguson,brandon.ferguson@coloradocollege.edu,410648,3383527606
Trevor,Anderson,trevor.anderson@coloradocollege.edu,204242,9192435157
Jennifer,Marshall,jennifer.marshall@coloradocollege.edu,316620,3861667778
Deirdre,Kerr,deirdre.kerr@coloradocollege.edu,374683,6417727145
Pippa,Springer,pippa.springer@coloradocollege.edu,314956,1426875263
Kimberly,Bond,kimberly.bond@coloradocollege.edu,597373,2737332654
Leonard,Clarkson,leonard.clarkson@coloradocollege.edu,684949,3894779927
Gabrielle,Watson,gabrielle.watson@coloradocollege.edu,824881,9998542401
Maria,Allan,maria.allan@coloradocollege.edu,867492,4640343881
Tracey,Cameron,tracey.cameron@coloradocollege.edu,258028,7271026727
Luke,Graham,luke.graham@coloradocollege.edu,561777,2593457053
Cameron,Morgan,cameron.morgan@coloradocollege.edu,184860,8931909847
Diane,Mills,diane.mills@coloradocollege.edu,184388,8156118643
Bella,Rampling,bella.rampling@coloradocollege.edu,227157,1043850277
Cameron,Metcalfe,cameron.metcalfe@coloradocollege.edu,637535,2731887485
David,White,david.white@coloradocollege.edu,147140,6344518857
Stephanie,Mills,stephanie.mills@coloradocollege.edu,148740,9728202177
Jane,Martin,jane.martin@coloradocollege.edu,767901,6584478799
Emily,McGrath,emily.mcgrath@coloradocollege.edu,730982,8732400514
Kevin,McGrath,kevin.mcgrath@coloradocollege.edu,712685,8261239386
Austin,Springer,austin.springer@coloradocollege.edu,719767,2579352583
Lisa,Mathis,lisa.mathis@coloradocollege.edu,407157,4895463851
Wendy,Manning,wendy.manning@coloradocollege.edu,112323,8153029714
Stephen,Welch,stephen.welch@coloradocollege.edu,788128,6466214716
Sally,Coleman,sally.coleman@coloradocollege.edu,421904,4015744337
Stewart,Wilson,stewart.wilson@coloradocollege.edu,255574,8275455452
Anna,Dickens,anna.dickens@coloradocollege.edu,607163,2667949542
Karen,Cameron,karen.cameron@coloradocollege.edu,812114,9272272067
David,Hudson,david.hudson@coloradocollege.edu,596616,9577475633
Eric,Walker,eric.walker@coloradocollege.edu,632434,2867451964
Virginia,Coleman,virginia.coleman@coloradocollege.edu,540912,7149626747
Mary,Parsons,mary.parsons@coloradocollege.edu,614519,3792454969
Carl,McLean,carl.mclean@coloradocollege.edu,545297,7977153968
Carol,Bond,carol.bond@coloradocollege.edu,865137,9666030796
Felicity,Paige,felicity.paige@coloradocollege.edu,228917,4072163145
Sophie,Coleman,sophie.coleman@coloradocollege.edu,465870,9736120809
Jake,MacDonald,jake.macdonald@coloradocollege.edu,359092,9853220709
Kevin,Scott,kevin.scott@coloradocollege.edu,594451,8359613924
Maria,Bell,maria.bell@coloradocollege.edu,656678,2535305660
Harry,Howard,harry.howard@coloradocollege.edu,873913,1707372349
Neil,Butler,neil.butler@coloradocollege.edu,564741,1358089962
Keith,Henderson,keith.henderson@coloradocollege.edu,659994,2161022794
Amanda,Brown,amanda.brown@coloradocollege.edu,722138,6152210671
Matt,Turner,matt.turner@coloradocollege.edu,669508,9063773822
Una,Short,una.short@coloradocollege.edu,716307,3196004589
Paul,Dowd,paul.dowd@coloradocollege.edu,630729,1507969296
Una,Ellison,una.ellison@coloradocollege.edu,289492,5092901878
Sonia,Short,sonia.short@coloradocollege.edu,207975,2832437561
Anna,Walker,anna.walker@coloradocollege.edu,659637,9972760950
Sam,McDonald,sam.mcdonald@coloradocollege.edu,563353,8781923187
Sue,Wilson,sue.wilson@coloradocollege.edu,436721,6436167539
Kylie,Ferguson,kylie.ferguson@coloradocollege.edu,427341,5063983933
Stephanie,Sharp,stephanie.sharp@coloradocollege.edu,797427,6706820727
Ryan,Edmunds,ryan.edmunds@coloradocollege.edu,180398,3351508204
Michelle,Chapman,michelle.chapman@coloradocollege.edu,239379,4488628712
Christopher,Hardacre,christopher.hardacre@coloradocollege.edu,225130,5736383513
Wanda,Butler,wanda.butler@coloradocollege.edu,490854,8885581096
Tracey,Grant,tracey.grant@coloradocollege.edu,247621,8896142685
Eric,Carr,eric.carr@coloradocollege.edu,207849,4150187423
Austin,Graham,austin.graham@coloradocollege.edu,537418,7149201839
Zoe,Davies,zoe.davies@coloradocollege.edu,383566,4241180628
Lauren,Rampling,lauren.rampling@coloradocollege.edu,825011,1271273118
Fiona,MacDonald,fiona.macdonald@coloradocollege.edu,292312,6377153898
Lily,Ogden,lily.ogden@coloradocollege.edu,925331,4935415424
Jason,Robertson,jason.robertson@coloradocollege.edu,789488,5637651457
Nathan,Mills,nathan.mills@coloradocollege.edu,358262,7586733782
Melanie,Jackson,melanie.jackson@coloradocollege.edu,188899,6514626113
Una,Taylor,una.taylor@coloradocollege.edu,460550,3625828548
Joan,Underwood,joan.underwood@coloradocollege.edu,711029,3858638335
Carl,May,carl.may@coloradocollege.edu,584621,2037163540
Audrey,Paige,audrey.paige@coloradocollege.edu,122509,3115434264
Anna,Kerr,anna.kerr@coloradocollege.edu,398976,5582155744
Audrey,Carr,audrey.carr@coloradocollege.edu,555952,4955529096
Michael,Gill,michael.gill@coloradocollege.edu,963889,2987928089
Diane,Smith,diane.smith@coloradocollege.edu,775345,8110103069
Pippa,Hunter,pippa.hunter@coloradocollege.edu,389223,2145430465
Sally,James,sally.james@coloradocollege.edu,818254,1359335380
Peter,McLean,peter.mclean@coloradocollege.edu,817639,2993130390
Amelia,Stewart,amelia.stewart@coloradocollege.edu,475134,8544676530
Sarah,Thomson,sarah.thomson@coloradocollege.edu,998558,1217927440
Samantha,Hill,samantha.hill@coloradocollege.edu,687972,6151025909
Madeleine,Hardacre,madeleine.hardacre@coloradocollege.edu,895929,4373859927
Nathan,Dowd,nathan.dowd@coloradocollege.edu,601852,1263115388
Samantha,Walsh,samantha.walsh@coloradocollege.edu,333002,9638156945
Deirdre,Anderson,deirdre.anderson@coloradocollege.edu,535276,4531912173
Anna,Miller,anna.miller@coloradocollege.edu,373957,2140062595
Elizabeth,James,elizabeth.james@coloradocollege.edu,901897,6310481631
Samantha,Wright,samantha.wright@coloradocollege.edu,213331,3195284351
David,Ince,david.ince@coloradocollege.edu,502300,4788813637
William,Powell,william.powell@coloradocollege.edu,638311,1114660640
Sue,Parsons,sue.parsons@coloradocollege.edu,583204,1895196233
Amy,Rampling,amy.rampling@coloradocollege.edu,362332,7152046373
Theresa,Dowd,theresa.dowd@coloradocollege.edu,987603,6619350530
Megan,Walsh,megan.walsh@coloradocollege.edu,631403,8191196661
Melanie,Skinner,melanie.skinner@coloradocollege.edu,504537,3833299977
Joe,Ince,joe.ince@coloradocollege.edu,867808,6960753389
Oliver,Young,oliver.young@coloradocollege.edu,148126,9650235211
Nicholas,Anderson,nicholas.anderson@coloradocollege.edu,540026,5782728321
Jonathan,Manning,jonathan.manning@coloradocollege.edu,901433,4342061909
Penelope,Stewart,penelope.stewart@coloradocollege.edu,601191,8721784549
Austin,Hodges,austin.hodges@coloradocollege.edu,543877,7805423689
Carol,Forsyth,carol.forsyth@coloradocollege.edu,561063,1584753472
Leonard,Mathis,leonard.mathis@coloradocollege.edu,310133,6811458416
Emily,Lawrence,emily.lawrence@coloradocollege.edu,243182,5827098921
Ian,Mills,ian.mills@coloradocollege.edu,509719,6169921137
Mary,Randall,mary.randall@coloradocollege.edu,335497,1814622747
Julia,Morgan,julia.morgan@coloradocollege.edu,778867,6672229493
Virginia,Reid,virginia.reid@coloradocollege.edu,193555,9182977193
Paul,Hill,paul.hill@coloradocollege.edu,428861,1227736750
Adrian,Stewart,adrian.stewart@coloradocollege.edu,932538,6104705697
Jacob,Duncan,jacob.duncan@coloradocollege.edu,406519,6751141700
Gordon,Parsons,gordon.parsons@coloradocollege.edu,770506,8197138040
Robert,Simpson,robert.simpson@coloradocollege.edu,424426,7190698902
Boris,White,boris.white@coloradocollege.edu,706560,9364772641
Leonard,Slater,leonard.slater@coloradocollege.edu,141782,4742584622
Boris,Sharp,boris.sharp@coloradocollege.edu,575919,7139550431
Thomas,Wilson,thomas.wilson@coloradocollege.edu,991654,1368160829
Sophie,James,sophie.james@coloradocollege.edu,274598,5546521882
Andrea,Hunter,andrea.hunter@coloradocollege.edu,726336,7181922049
Robert,Campbell,robert.campbell@coloradocollege.edu,373744,2853235739
James,Blake,james.blake@coloradocollege.edu,570444,5347000270
Jan,Randall,jan.randall@coloradocollege.edu,632965,5712209915
Oliver,Roberts,oliver.roberts@coloradocollege.edu,252251,4025178671
Joanne,Rees,joanne.rees@coloradocollege.edu,585329,5948169142
Gordon,MacLeod,gordon.macleod@coloradocollege.edu,821610,1645225080
Victor,Gill,victor.gill@coloradocollege.edu,216577,4440366728
Jennifer,Vaughan,jennifer.vaughan@coloradocollege.edu,276533,1373787188
Gabrielle,Brown,gabrielle.brown@coloradocollege.edu,385347,6280451107
Brian,Sutherland,brian.sutherland@coloradocollege.edu,895898,9796957125
Dorothy,Payne,dorothy.payne@coloradocollege.edu,870831,6152562610
Max,Watson,max.watson@coloradocollege.edu,789466,2789396152
Max,Ellison,max.ellison@coloradocollege.edu,965491,6551337122
Simon,Clarkson,simon.clarkson@coloradocollege.edu,732595,8223940634
Theresa,Campbell,theresa.campbell@coloradocollege.edu,458229,6414088458
Adam,MacLeod,adam.macleod@coloradocollege.edu,830095,2928630396
Sonia,Lee,sonia.lee@coloradocollege.edu,852741,9658843446
Madeleine,Lawrence,madeleine.lawrence@coloradocollege.edu,790778,8421843491
Gordon,Hunter,gordon.hunter@coloradocollege.edu,508485,6823417241
Hannah,McLean,hannah.mclean@coloradocollege.edu,413956,4605156237
Alexandra,Gill,alexandra.gill@coloradocollege.edu,366449,2340848775
Warren,Murray,warren.murray@coloradocollege.edu,182428,8615709951
Sam,Ince,sam.ince@coloradocollege.edu,474474,7625964879
Carol,Cornish,carol.cornish@coloradocollege.edu,241056,5871952064
Lucas,Gray,lucas.gray@coloradocollege.edu,835052,6940408100
Adrian,Harris,adrian.harris@coloradocollege.edu,303767,2173917715
Sarah,White,sarah.white@coloradocollege.edu,624992,6150518057
Michael,Slater,michael.slater@coloradocollege.edu,802278,4452444628
Emily,Sanderson,emily.sanderson@coloradocollege.edu,287845,2232509212
Edward,Lawrence,edward.lawrence@coloradocollege.edu,791151,9250972536
David,Reid,david.reid@coloradocollege.edu,605290,1296252545
Stewart,Reid,stewart.reid@coloradocollege.edu,529077,4265173214
Carol,Fisher,carol.fisher@coloradocollege.edu,452539,1038526419
Felicity,Morrison,felicity.morrison@coloradocollege.edu,842047,1179429395
Rebecca,McDonald,rebecca.mcdonald@coloradocollege.edu,442933,5763059747
Lauren,Murray,lauren.murray@coloradocollege.edu,785445,3802195487
Benjamin,Campbell,benjamin.campbell@coloradocollege.edu,904174,5451429203
Blake,Scott,blake.scott@coloradocollege.edu,684194,1752638758
Donna,Payne,donna.payne@coloradocollege.edu,879344,5737304305
Colin,Kerr,colin.kerr@coloradocollege.edu,455995,9256362643
Karen,Campbell,karen.campbell@coloradocollege.edu,805980,4574628926
William,Paterson,william.paterson@coloradocollege.edu,418963,1696071842
Nicola,Sharp,nicola.sharp@coloradocollege.edu,956621,6038343491
Sean,Ross,sean.ross@coloradocollege.edu,369442,1483882529
David,Lambert,david.lambert@coloradocollege.edu,239997,7645072858
Samantha,Parsons,samantha.parsons@coloradocollege.edu,479981,3614903713
Christian,Tucker,christian.tucker@coloradocollege.edu,297179,7901357848
Kevin,Davies,kevin.davies@coloradocollege.edu,444186,3603495876
Piers,Kelly,piers.kelly@coloradocollege.edu,367620,9411034490
Dylan,Murray,dylan.murray@coloradocollege.edu,455266,6476033089
Caroline,Johnston,caroline.johnston@coloradocollege.edu,758384,1433415273
Lisa,Short,lisa.short@coloradocollege.edu,844459,3947128879
Kylie,Hughes,kylie.hughes@coloradocollege.edu,497572,1312593239
John,Martin,john.martin@coloradocollege.edu,842737,2750693369
Austin,Sutherland,austin.sutherland@coloradocollege.edu,520013,4483546414
Julia,Hudson,julia.hudson@coloradocollege.edu,525401,7384380852
Nathan,Pullman,nathan.pullman@coloradocollege.edu,717725,4396575599
Theresa,Parsons,theresa.parsons@coloradocollege.edu,752152,7989912613
Benjamin,Marshall,benjamin.marshall@coloradocollege.edu,810558,5256722628
Megan,Graham,megan.graham@coloradocollege.edu,525636,9376328195
Yvonne,Hughes,yvonne.hughes@coloradocollege.edu,329065,1634018741
Eric,Short,eric.short@coloradocollege.edu,678267,2801420869
Carl,Hudson,carl.hudson@coloradocollege.edu,539411,9324995086
Adrian,Campbell,adrian.campbell@coloradocollege.edu,715275,5823828638
Yvonne,Glover,yvonne.glover@coloradocollege.edu,603548,9069791081
Hannah,Skinner,hannah.skinner@coloradocollege.edu,940332,5163107811
Harry,Hodges,harry.hodges@coloradocollege.edu,492051,4362219621
Anna,Hamilton,anna.hamilton@coloradocollege.edu,326027,6913385223
Jasmine,Hart,jasmine.hart@coloradocollege.edu,939312,1353669057
Boris,King,boris.king@coloradocollege.edu,478261,1469562633
Isaac,Underwood,isaac.underwood@coloradocollege.edu,432587,4245387034
Caroline,Welch,caroline.welch@coloradocollege.edu,180663,9271946626
Alan,Langdon,alan.langdon@coloradocollege.edu,930699,1625493360
Peter,Glover,peter.glover@coloradocollege.edu,372815,9701005377
Grace,Nash,grace.nash@coloradocollege.edu,797365,8500779672
Richard,Burgess,richard.burgess@coloradocollege.edu,914238,3583071439
Bernadette,Allan,bernadette.allan@coloradocollege.edu,792815,9851114520
Stephen,Dyer,stephen.dyer@coloradocollege.edu,326311,8487722091
Stewart,Gill,stewart.gill@coloradocollege.edu,967979,3013616391
Katherine,Clark,katherine.clark@coloradocollege.edu,976944,1835929152
Diane,Grant,diane.grant@coloradocollege.edu,522721,8037871126
Sonia,Terry,sonia.terry@coloradocollege.edu,908410,7134560680
Jack,Baker,jack.baker@coloradocollege.edu,865028,6605645915
Theresa,Lee,theresa.lee@coloradocollege.edu,265908,5099631759
Brandon,May,brandon.may@coloradocollege.edu,581532,6155387464
Dan,Lambert,dan.lambert@coloradocollege.edu,391738,4756680058
Kevin,Anderson,kevin.anderson@coloradocollege.edu,366165,1095322998
Mary,Hughes,mary.hughes@coloradocollege.edu,803118,3977661222
Michael,Walsh,michael.walsh@coloradocollege.edu,861557,9531334588
Steven,Pullman,steven.pullman@coloradocollege.edu,926224,7745101821
Diane,Taylor,diane.taylor@coloradocollege.edu,921596,2019926244
Donna,Gill,donna.gill@coloradocollege.edu,759681,9448100852
Owen,Alsop,owen.alsop@coloradocollege.edu,735716,6954983358
Victoria,Jackson,victoria.jackson@coloradocollege.edu,933403,6962343806
Jacob,Watson,jacob.watson@coloradocollege.edu,580113,5858092291
Madeleine,Bower,madeleine.bower@coloradocollege.edu,381857,8109810430
Lisa,Wallace,lisa.wallace@coloradocollege.edu,135409,9450151387
Harry,Dowd,harry.dowd@coloradocollege.edu,810312,3985726292
Wanda,Marshall,wanda.marshall@coloradocollege.edu,303312,7993394237
Sam,Ball,sam.ball@coloradocollege.edu,270988,9927422173
Paul,Henderson,paul.henderson@coloradocollege.edu,439893,9608904664
Max,Bailey,max.bailey@coloradocollege.edu,301682,1549639385
Benjamin,Anderson,benjamin.anderson@coloradocollege.edu,105867,5858595382
Amy,McLean,amy.mclean@coloradocollege.edu,231245,2544058930
Jonathan,Bond,jonathan.bond@coloradocollege.edu,253440,8091847274
Faith,Rampling,faith.rampling@coloradocollege.edu,755645,3988024561
Amanda,Jackson,amanda.jackson@coloradocollege.edu,512384,1395675569
Frank,Rutherford,frank.rutherford@coloradocollege.edu,326790,6818541097
Bernadette,Poole,bernadette.poole@coloradocollege.edu,607125,5759355022
Warren,Payne,warren.payne@coloradocollege.edu,484183,4521552610
Alexandra,James,alexandra.james@coloradocollege.edu,639047,7049934071
Alexander,Peake,alexander.peake@coloradocollege.edu,843902,2879379393
Boris,Randall,boris.randall@coloradocollege.edu,646696,3432432681
Julia,Lee,julia.lee@coloradocollege.edu,323555,9482571672
Luke,Hamilton,luke.hamilton@coloradocollege.edu,695378,1015151477
Diane,Nolan,diane.nolan@coloradocollege.edu,526397,2073767429
Owen,Hudson,owen.hudson@coloradocollege.edu,764173,3057331210
Julian,Butler,julian.butler@coloradocollege.edu,664091,7937190502
Neil,Sharp,neil.sharp@coloradocollege.edu,105614,8283406055
Jessica,Oliver,jessica.oliver@coloradocollege.edu,527339,9767492941
Jason,Marshall,jason.marshall@coloradocollege.edu,369873,7387317161
Andrew,Newman,andrew.newman@coloradocollege.edu,486422,5227103792
Claire,Davies,claire.davies@coloradocollege.edu,450812,7188646698
Richard,Clark,richard.clark@coloradocollege.edu,100410,2056130731
Sue,Butler,sue.butler@coloradocollege.edu,342040,3072560159
Liam,Springer,liam.springer@coloradocollege.edu,382029,2817643284
Leonard,Vaughan,leonard.vaughan@coloradocollege.edu,676707,1842081089
Joshua,Ince,joshua.ince@coloradocollege.edu,846318,2706744419
Audrey,Stewart,audrey.stewart@coloradocollege.edu,803841,5131487578
Karen,Quinn,karen.quinn@coloradocollege.edu,879635,8974330768
Fiona,Clark,fiona.clark@coloradocollege.edu,391174,3484431768
Warren,Sharp,warren.sharp@coloradocollege.edu,870832,3672180375
Keith,Robertson,keith.robertson@coloradocollege.edu,967286,8229089104
Ava,May,ava.may@coloradocollege.edu,310781,3001226429
Isaac,Metcalfe,isaac.metcalfe@coloradocollege.edu,814107,1736368261
Karen,Manning,karen.manning@coloradocollege.edu,854613,3830413567
Luke,Taylor,luke.taylor@coloradocollege.edu,593853,6949185417
David,Quinn,david.quinn@coloradocollege.edu,894508,3169919605
Lily,Smith,lily.smith@coloradocollege.edu,731076,9185612354
Vanessa,Clark,vanessa.clark@coloradocollege.edu,770598,4524910132
Heather,Gibson,heather.gibson@coloradocollege.edu,952453,5324724022
